,AGREEMENT_RK,ID_CLIENT,TARGET,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
88,59921625,106804458,0,29,1,0,1,1,1,11000.0,1,1.0
89,59921843,106804459,0,59,1,0,1,1,0,8500.0,1,1.0
90,59922010,106804460,0,56,1,0,0,3,0,4000.0,1,1.0
91,59922118,106804461,0,37,1,1,1,3,3,15000.0,2,1.0
92,59922128,106804462,0,51,1,0,0,1,0,8000.0,1,1.0
93,59923054,106804463,0,63,1,0,0,1,0,10000.0,1,1.0
94,59923107,106804464,0,31,1,0,0,0,0,18000.0,1,1.0
95,59923159,106804465,0,58,1,0,0,3,1,15000.0,1,1.0
96,59923161,106804466,0,48,1,0,0,2,0,12000.0,1,1.0
97,59923165,106804467,0,37,1,0,1,1,1,7300.0,1,1.0
98,59923241,106804468,0,52,1,0,1,0,0,25000.0,1,1.0
99,59923269,106804469,0,52,1,0,1,0,0,8000.0,1,1.0
100,59923341,106804470,0,37,1,0,0,0,0,12000.0,1,1.0
101,59923386,106804471,0,22,1,0,0,1,0,8000.0,1,1.0
102,59923424,106804472,0,36,1,0,1,2,2,10000.0,1,1.0
103,59923546,106804473,0,37,1,0,0,1,1,14500.0,1,1.0
104,59923557,106804474,0,63,0,1,0,2,0,5000.0,1,1.0
105,59923612,106804475,0,26,1,0,0,0,0,10000.0,2,1.0
106,59923663,106804476,1,57,0,1,1,0,0,3000.0,1,1.0
107,59923678,106804477,0,45,1,0,1,1,1,5000.0,1,1.0
108,59923884,106804478,0,22,1,0,0,1,2,12000.0,1,1.0
109,59924026,106804479,0,57,1,1,0,0,0,30000.0,1,1.0
110,59924048,106804480,0,57,0,1,0,0,0,6000.0,1,1.0
111,59924146,106804481,0,39,1,0,0,2,2,27000.0,1,1.0
112,59924239,106804482,0,37,1,0,1,2,2,9000.0,1,1.0
113,59924607,106804483,0,41,1,0,0,0,0,18000.0,1,1.0
114,59925055,106804484,0,34,1,0,0,2,2,6000.0,2,2.0
115,59925110,106804485,0,44,1,0,0,1,0,15000.0,1,1.0
116,59925185,106804486,0,38,1,0,0,1,1,13500.0,1,1.0
117,59925195,106804487,0,40,1,0,1,1,1,6500.0,1,1.0
118,59925200,106804488,0,40,1,0,0,2,2,14000.0,1,1.0
119,59925263,106804489,0,27,1,0,1,1,1,15000.0,1,1.0
120,59925320,106804490,0,29,1,0,0,1,1,20000.0,1,1.0
121,59925344,106804491,0,28,1,0,1,1,1,10000.0,1,1.0
122,59925421,106804492,0,41,1,0,1,2,1,8600.0,1,1.0
123,59925539,106804493,0,39,1,0,1,1,1,35000.0,1,1.0
124,59925799,106804494,0,43,1,0,0,0,0,15000.0,1,1.0
125,59925843,106804495,0,57,0,1,1,0,0,8000.0,2,2.0
126,59925872,106804496,0,50,1,0,1,0,0,15000.0,1,1.0
127,59925882,106804497,0,38,1,0,0,4,4,38000.0,3,2.0
128,59925955,106804498,0,51,1,0,1,0,0,25000.0,1,1.0
129,59926091,106804499,1,54,1,0,1,1,1,11000.0,1,1.0
130,59926221,106804500,0,35,1,0,1,1,1,15000.0,1,1.0
131,59926263,106804501,0,27,1,0,1,2,2,10000.0,1,1.0
132,59926295,106804502,0,48,1,0,1,2,0,6000.0,1,1.0
133,59926408,106804503,0,50,1,0,1,0,0,12000.0,1,1.0
134,59926549,106804504,0,41,1,0,1,2,2,5000.0,1,1.0
135,59926704,106804505,0,42,1,0,1,1,1,10000.0,2,2.0
136,59926732,106804506,0,29,1,0,0,1,1,6200.0,1,1.0
137,59926912,106804507,0,27,1,0,0,0,0,10000.0,1,1.0
138,59926936,106804508,0,40,1,0,0,2,2,20000.0,1,1.0
139,59927010,106804509,0,29,1,0,1,0,0,15000.0,1,1.0
140,59927078,106804510,0,53,1,0,1,0,0,6000.0,1,1.0
141,59927260,106804511,0,46,1,0,0,1,0,8000.0,1,1.0
142,59927432,106804512,0,57,0,1,1,2,0,7000.0,1,1.0
143,59927451,106804513,0,32,1,0,1,1,1,10500.0,1,1.0
144,59927525,106804514,0,56,1,0,1,0,0,170000.0,1,1.0
145,59927554,106804515,0,51,1,1,1,0,0,15000.0,1,1.0
146,59927584,106804516,0,31,1,0,1,2,2,15000.0,1,1.0
147,59927613,106804517,0,51,1,0,1,2,0,10000.0,1,1.0
148,59927690,106804518,0,43,1,0,1,1,1,8000.0,1,1.0
149,59927793,106804519,0,35,1,0,1,1,1,10000.0,2,2.0
150,59927798,106804520,0,38,1,0,1,0,0,9000.0,1,1.0
151,59927827,106804521,0,55,1,0,0,0,0,20000.0,1,1.0
152,59927916,106804522,0,37,1,0,1,2,2,60000.0,1,1.0
153,59927923,106804523,0,38,1,0,0,2,2,10000.0,1,1.0
154,59928049,106804524,0,23,1,0,1,2,2,8000.0,1,1.0
155,59928086,106804525,0,53,1,0,0,2,0,7000.0,1,1.0
156,59928106,106804526,0,40,1,0,0,2,0,7800.0,1,1.0
157,59928443,106804527,0,59,1,1,1,3,1,18000.0,2,1.0
158,59928497,106804528,0,37,1,0,1,2,2,10000.0,1,1.0
159,59928561,106804529,1,27,1,0,0,2,2,12000.0,2,2.0
160,59928609,106804530,0,63,1,0,1,0,0,25000.0,1,1.0
161,59928861,106804531,0,57,1,0,1,0,0,12000.0,1,1.0
162,59928901,106804532,1,42,1,0,0,0,0,15000.0,2,2.0
163,59928942,106804533,0,31,1,0,0,2,2,10000.0,3,2.0
164,59929169,106804534,0,33,1,0,1,2,2,3300.0,1,1.0
165,59929176,106804535,0,31,1,0,0,1,2,30000.0,2,1.0
166,59929197,106804536,0,51,1,0,1,2,0,8000.0,2,1.0
167,59929552,106804537,0,28,1,0,0,1,2,25000.0,2,2.0
168,59929697,106804538,0,27,1,0,1,1,1,6000.0,1,1.0
169,59929797,106804539,0,48,1,0,0,1,1,10000.0,1,1.0
170,59929832,106804540,0,24,1,0,0,1,1,6500.0,1,1.0
171,59929846,106804541,0,29,1,0,0,1,1,25000.0,1,1.0
172,59929855,106804542,0,66,1,1,1,1,0,9300.0,1,1.0
173,59929948,106804543,0,49,1,0,0,1,1,10000.0,1,1.0
174,59930128,106804544,0,23,1,0,0,0,0,15000.0,1,1.0
175,59930152,106804545,0,34,1,0,0,1,1,8000.0,1,1.0
176,59930194,106804546,1,35,1,0,0,0,0,13000.0,1,1.0
177,59930219,106804547,0,34,1,0,1,1,1,18000.0,2,2.0
178,59930389,106804548,0,49,1,0,1,0,0,10000.0,1,1.0
179,59930422,106804549,0,29,1,0,0,0,0,20000.0,1,1.0
180,59930424,106804550,0,57,1,0,0,3,0,12000.0,1,1.0
181,59930490,106804551,0,63,1,1,1,3,0,20000.0,1,1.0
182,59930738,106804552,0,33,1,0,0,0,0,35000.0,1,1.0
183,59930942,106804553,0,50,0,1,1,1,0,8000.0,1,1.0
184,59931044,106804554,0,48,1,0,1,0,0,18000.0,1,1.0
185,59931084,106804555,0,36,1,0,1,1,0,17000.0,1,1.0
186,59931383,106804556,0,34,1,0,0,2,2,6000.0,2,1.0
187,59931442,106804557,0,23,1,0,0,0,0,5500.0,1,1.0
188,59931474,106804558,0,29,1,0,0,0,0,28000.0,1,1.0
189,59931501,106804559,0,47,1,0,1,2,0,9000.0,1,1.0
190,59931579,106804560,0,34,1,0,1,1,1,14000.0,1,1.0
191,59931599,106804561,0,57,0,1,1,0,0,9000.0,1,1.0
192,59931767,106804562,0,53,1,0,1,0,0,7000.0,1,1.0
193,59931796,106804563,0,61,0,1,1,0,0,7000.0,1,1.0
194,59931959,106804564,0,34,1,0,1,2,2,10000.0,1,1.0
195,59931983,106804565,1,47,1,0,1,1,0,25000.0,1,1.0
196,59932008,106804566,0,24,1,0,0,0,0,20000.0,1,1.0
197,59932142,106804567,0,56,0,1,1,0,0,10000.0,1,1.0
198,59932520,106804568,0,42,1,0,0,1,0,10000.0,1,1.0
199,59932632,106804569,0,62,1,1,1,0,0,15000.0,2,2.0
200,59932724,106804570,1,37,1,0,1,2,2,12000.0,2,2.0
201,59932922,106804571,0,41,1,0,1,2,0,15000.0,1,1.0
202,59933024,106804572,0,49,1,0,1,1,1,2300.0,1,1.0
203,59933083,106804573,1,25,1,0,1,0,0,12000.0,1,1.0
204,59933136,106804574,0,39,1,0,0,1,1,20000.0,2,2.0
205,59933153,106804575,0,25,1,0,0,0,0,12000.0,1,1.0
206,59933221,106804576,0,44,1,0,1,1,1,7000.0,1,1.0
207,59933246,106804577,1,23,1,0,1,1,1,12000.0,1,1.0
208,59933395,106804578,0,27,1,0,0,1,1,15000.0,1,1.0
209,59933459,106804579,0,36,1,0,1,0,0,8000.0,2,2.0
210,59933661,106804580,0,47,1,0,1,1,0,30000.0,1,1.0
211,59933854,106804581,0,56,1,1,1,1,1,10000.0,1,1.0
212,59933862,106804582,0,30,1,0,0,1,1,6000.0,1,1.0
213,59934004,106804583,0,48,1,0,1,0,0,12000.0,1,1.0
214,59934011,106804584,0,50,1,0,0,0,0,15000.0,1,1.0
215,59934078,106804585,0,30,1,0,1,2,2,15000.0,1,1.0
216,59934125,106804586,0,49,1,0,1,0,0,5000.0,1,1.0
217,59934296,106804587,0,27,1,0,0,1,1,12000.0,1,1.0
218,59934364,106804588,1,39,1,0,0,2,2,32000.0,1,1.0
219,59934448,106804589,0,53,1,0,1,0,0,20000.0,2,2.0
220,59934534,106804590,0,44,1,0,0,2,0,10000.0,1,1.0
221,59934860,106804591,0,52,0,1,1,1,0,5500.0,1,1.0
222,59935108,106804592,0,24,1,0,1,0,0,12000.0,2,1.0
223,59935125,106804593,0,25,1,0,1,1,1,13500.0,1,1.0
224,59935139,106804594,0,60,1,1,1,0,0,5000.0,1,1.0
225,59935159,106804595,0,40,1,0,0,2,2,11000.0,2,2.0
226,59935199,106804596,0,48,1,0,1,0,0,15000.0,1,1.0
227,59935377,106804597,0,38,1,0,0,2,2,21000.0,1,1.0
228,59935448,106804598,1,35,1,0,0,0,0,28000.0,1,1.0
229,59935469,106804599,0,33,1,0,1,1,1,18000.0,2,1.0
230,59935708,106804600,0,29,1,0,0,0,0,35000.0,1,1.0
231,59935718,106804601,0,58,1,0,1,2,1,30000.0,1,1.0
232,59935837,106804602,0,49,1,1,1,0,0,7500.0,3,2.0
233,59935839,106804603,0,66,0,1,1,0,0,8400.0,2,2.0
234,59935875,106804604,1,50,1,0,1,2,0,5600.0,1,1.0
235,59935933,106804605,0,34,1,0,1,1,1,15000.0,1,1.0
236,59936064,106804606,0,58,1,0,0,0,0,13000.0,1,1.0
237,59936342,106804607,0,49,1,0,1,0,0,20000.0,1,1.0
238,59936570,106804608,0,42,1,0,1,1,1,25000.0,2,1.0
239,59936617,106804609,0,34,1,0,1,2,2,6000.0,1,1.0
240,59936794,106804610,0,37,1,0,1,2,2,9800.0,1,1.0
241,59936799,106804611,1,27,1,0,0,1,1,12000.0,1,1.0
242,59936804,106804612,0,60,1,0,0,0,0,11000.0,1,1.0
243,59936830,106804613,0,37,1,0,1,1,1,15000.0,1,1.0
244,59936839,106804614,0,38,1,0,1,0,0,10000.0,1,1.0
245,59937023,106804615,0,43,1,0,1,1,1,9000.0,1,1.0
246,59937024,106804616,0,35,1,0,1,0,0,15000.0,1,1.0
247,59937151,106804617,0,39,1,0,1,1,1,6500.0,1,1.0
248,59937320,106804618,0,42,1,0,1,1,0,10000.0,1,1.0
249,59937564,106804619,0,32,1,0,1,1,0,7000.0,1,1.0
250,59937712,106804620,0,49,1,0,0,3,0,15000.0,1,1.0
251,59937776,106804621,0,35,1,0,0,1,1,35000.0,1,1.0
252,59937805,106804622,1,42,1,0,1,1,0,10000.0,1,1.0
253,59937843,106804623,1,35,1,0,0,2,2,25000.0,1,1.0
254,59937903,106804624,0,38,1,0,0,2,2,10000.0,1,1.0
255,59938197,106804625,1,43,1,0,1,1,1,12500.0,1,1.0
256,59938227,106804626,0,37,1,0,1,0,0,10000.0,1,1.0
257,59938300,106804627,1,51,1,0,1,2,0,7000.0,1,1.0
258,59938618,106804628,0,44,1,0,0,0,0,20000.0,1,1.0
259,59938735,106804629,0,31,1,0,1,0,0,10000.0,2,1.0
260,59938893,106804630,0,32,1,0,1,0,0,14000.0,1,1.0
261,59939017,106804631,0,51,1,0,1,0,0,10000.0,1,1.0
262,59939096,106804632,0,52,1,0,1,2,0,10000.0,1,1.0
263,59939171,106804633,0,62,0,1,1,1,0,6000.0,1,1.0
264,59939180,106804634,0,63,0,1,0,0,0,4300.0,1,1.0
265,59939268,106804635,1,35,1,0,1,0,0,12000.0,1,1.0
266,59939374,106804636,0,25,1,0,0,0,0,10000.0,1,1.0
267,59939381,106804637,0,53,0,1,1,3,0,5000.0,1,1.0
268,59939625,106804638,0,25,1,0,0,0,0,24000.0,2,1.0
269,59939725,106804639,0,27,1,0,0,1,1,7000.0,1,1.0
270,59939737,106804640,0,55,1,0,0,0,0,20000.0,1,1.0
271,59939829,106804641,0,48,1,0,0,0,0,12000.0,1,1.0
272,59939964,106804642,0,44,1,0,1,0,0,10000.0,1,1.0
273,59940247,106804643,0,61,0,1,1,4,0,6200.0,1,1.0
274,59940316,106804644,0,61,0,1,1,2,0,4500.0,1,1.0
275,59940352,106804645,0,47,1,0,1,0,0,20000.0,1,1.0
276,59940513,106804646,0,59,1,0,0,1,1,20000.0,1,1.0
277,59940804,106804647,0,48,0,1,1,0,0,7000.0,1,1.0
278,59940865,106804648,0,29,1,0,1,1,1,15000.0,1,1.0
279,59959596,106804649,0,46,1,0,1,2,1,15000.0,1,1.0
280,59959659,106804650,0,46,1,0,0,0,0,10000.0,1,1.0
281,59959827,106804651,0,61,0,1,1,0,0,5000.0,1,1.0
282,59959841,106804652,0,65,0,1,1,0,0,6000.0,1,1.0
283,59959893,106804653,0,35,1,0,1,2,2,11000.0,1,1.0
284,59960027,106804654,0,50,0,1,1,0,0,8000.0,1,1.0
285,59960165,106804655,0,45,1,0,1,1,0,20000.0,1,1.0
286,59960311,106804656,0,50,1,0,1,1,1,16000.0,1,1.0
287,59960473,106804657,0,44,1,0,1,1,1,20000.0,1,1.0
288,59960871,106804658,0,28,1,0,0,0,0,20000.0,1,1.0
289,59961022,106804659,0,22,1,0,0,0,0,12000.0,1,1.0
290,59961183,106804660,0,58,0,1,1,0,0,9000.0,1,1.0
291,59961222,106804661,0,38,1,0,0,3,3,12000.0,1,1.0
292,59961282,106804662,0,43,1,0,1,0,0,40000.0,1,1.0
293,59961652,106804663,0,41,1,0,0,2,2,30000.0,1,1.0
294,59961674,106804664,0,53,1,0,0,0,0,15000.0,1,1.0
295,59961924,106804665,0,30,1,0,1,1,1,10000.0,1,1.0
296,59961994,106804666,0,39,1,0,1,2,2,10000.0,1,0.0
297,59962281,106804667,0,26,1,0,0,0,0,6000.0,1,1.0
298,59962548,106804668,0,26,1,0,0,1,1,15000.0,1,1.0
299,59963195,106804669,0,61,0,1,1,0,0,4950.0,1,1.0
300,59963382,106804670,0,58,1,0,0,2,0,5500.0,1,1.0
301,59963388,106804671,0,57,1,0,0,3,0,7000.0,1,1.0
302,59963500,106804672,0,51,1,0,0,4,0,15000.0,1,1.0
303,59963503,106804673,0,48,1,0,1,2,0,8000.0,1,1.0
304,59963696,106804674,0,35,1,0,0,1,1,15000.0,1,0.0
305,59963728,106804675,1,39,1,0,0,2,1,8000.0,1,0.0
306,59963789,106804676,0,42,1,0,0,1,1,28000.0,1,0.0
307,59964073,106804677,0,34,1,0,0,2,2,10000.0,1,1.0
308,59964749,106804678,0,34,1,0,0,1,1,11000.0,1,0.0
309,59965101,106804679,0,47,1,0,1,0,0,5000.0,1,0.0
310,59965218,106804680,0,29,1,0,1,1,1,11000.0,1,1.0
311,59965290,106804681,0,45,1,0,0,1,0,7000.0,1,1.0
312,59965423,106804682,0,54,1,0,1,0,0,6000.0,1,0.0
313,59965770,106804683,0,48,1,0,1,2,0,9000.0,1,0.0
314,59965990,106804684,0,23,1,0,1,0,0,13000.0,1,0.0
315,59966257,106804685,0,50,1,0,1,1,0,7000.0,1,0.0
316,59966422,106804686,0,53,1,0,1,1,0,15000.0,1,0.0
317,59966502,106804687,0,39,1,0,0,1,1,8000.0,1,0.0
318,59966600,106804688,0,45,1,0,1,1,0,12000.0,1,0.0
319,59966625,106804689,0,46,1,0,1,0,0,20000.0,1,0.0
320,59966861,106804690,0,27,1,0,1,1,1,6000.0,1,0.0
321,59966928,106804691,0,57,0,1,1,2,0,6500.0,1,0.0
322,59966946,106804692,0,60,0,1,1,2,0,6000.0,1,1.0
323,59966989,106804693,1,33,1,0,0,3,3,10000.0,1,0.0
324,59967229,106804694,0,57,1,1,0,2,0,14000.0,1,0.0
325,59967312,106804695,0,56,1,0,0,3,0,10000.0,1,0.0
326,59967428,106804696,0,59,1,0,1,0,0,8000.0,1,1.0
327,59967705,106804697,0,45,1,0,1,2,0,5000.0,1,0.0
328,59967858,106804698,0,43,1,0,0,0,0,30000.0,1,1.0
329,59968198,106804699,0,40,1,0,0,2,2,17000.0,1,0.0
330,59968281,106804700,0,34,1,0,1,0,0,10000.0,1,0.0
331,59968297,106804701,0,26,1,0,1,2,2,6000.0,1,0.0
332,59968300,106804702,0,27,1,0,1,2,2,10000.0,1,0.0
333,59968305,106804703,1,39,1,0,1,2,1,12000.0,1,0.0
334,59968371,106804704,0,41,1,0,1,0,0,8000.0,1,0.0
335,59968581,106804705,0,27,1,0,1,0,0,6000.0,1,0.0
336,59968595,106804706,0,53,1,0,1,1,0,13000.0,1,0.0
337,59968635,106804707,0,35,1,0,1,1,1,8000.0,1,0.0
338,59968922,106804708,0,50,1,0,0,0,0,15000.0,1,0.0
339,59968999,106804709,1,34,1,0,1,0,0,5000.0,1,0.0
340,59969048,106804710,0,44,1,0,0,3,0,25000.0,1,0.0
341,59969123,106804711,0,58,1,0,0,0,0,7000.0,1,0.0
342,59969141,106804712,0,36,1,0,1,2,2,18000.0,1,0.0
343,59969211,106804713,0,64,0,1,0,3,0,6000.0,1,0.0
344,59969405,106804714,0,24,1,0,1,0,0,15000.0,1,0.0
345,59969541,106804715,0,32,1,0,1,2,2,9000.0,1,0.0
346,59969571,106804716,0,26,1,0,0,1,1,10000.0,2,1.0
347,59969781,106804717,0,31,1,0,0,1,1,10000.0,1,0.0
348,59969988,106804718,0,27,1,0,1,0,0,13000.0,1,1.0
349,59970015,106804719,0,39,1,0,1,1,1,6500.0,1,1.0
350,59970019,106804720,0,59,0,1,1,1,0,4000.0,1,0.0
351,59970582,106804721,0,52,1,0,1,0,0,16000.0,1,0.0
352,59971711,106804722,0,25,1,0,1,0,0,20000.0,1,0.0
353,59971939,106804723,0,30,1,0,1,1,1,20000.0,1,0.0
354,59972108,106804724,1,29,1,0,1,1,1,9500.0,1,0.0
355,59972120,106804725,0,26,1,0,0,0,0,15000.0,1,1.0
356,59972240,106804726,1,35,1,0,1,0,0,7800.0,1,0.0
357,59972495,106804727,0,38,1,0,1,1,1,24000.0,1,1.0
358,59972509,106804728,1,45,1,0,1,1,0,18000.0,1,0.0
359,59972881,106804729,0,52,0,1,1,2,1,4600.0,1,0.0
360,59972887,106804730,0,46,1,0,1,2,1,36000.0,1,0.0
361,59973018,106804731,0,58,1,0,0,3,0,6000.0,1,0.0
362,59973106,106804732,0,29,1,0,1,0,0,15000.0,1,0.0
363,59973119,106804733,0,55,1,0,1,1,1,9000.0,1,0.0
364,59973194,106804734,0,53,1,0,1,2,0,10500.0,1,1.0
365,59973367,106804735,1,22,1,0,1,0,0,8000.0,1,0.0
366,59973701,106804736,0,23,1,0,1,1,1,7000.0,1,0.0
367,59973752,106804737,0,57,1,1,1,5,1,15000.0,1,0.0
368,59973988,106804738,0,50,1,0,1,1,0,10000.0,1,0.0
369,59974002,106804739,0,45,1,0,1,2,1,8000.0,1,0.0
370,59974159,106804740,0,60,0,1,1,0,0,5000.0,1,1.0
371,59974859,106804741,0,50,1,0,0,2,0,15000.0,1,0.0
372,59974935,106804742,0,46,1,0,0,1,0,15000.0,1,0.0
373,59974968,106804743,0,59,0,1,1,4,0,8000.0,1,0.0
374,59974976,106804744,0,33,1,0,0,1,1,9000.0,1,1.0
375,59974979,106804745,0,27,1,0,0,0,0,55000.0,1,1.0
376,59975134,106804746,1,38,1,0,0,2,0,15000.0,1,1.0
377,59975226,106804747,0,62,0,1,1,0,0,4000.0,1,1.0
378,59975401,106804748,0,31,1,0,0,1,1,15000.0,1,0.0
379,59975501,106804749,0,57,1,0,0,2,0,18000.0,1,0.0
380,59975641,106804750,0,33,1,0,1,1,1,7500.0,1,0.0
381,59975803,106804751,0,45,1,0,1,1,0,20000.0,1,0.0
382,59975854,106804752,0,49,1,0,1,0,0,9500.0,1,0.0
383,59975912,106804753,0,25,1,0,0,0,0,21000.0,1,0.0
384,59975969,106804754,0,55,1,0,1,1,0,13000.0,1,0.0
385,59975992,106804755,1,42,1,0,1,1,0,10000.0,1,0.0
386,59976017,106804756,0,42,1,0,0,2,2,23000.0,1,1.0
387,59976223,106804757,0,39,1,0,1,1,0,18000.0,1,0.0
388,59976321,106804758,0,34,1,0,1,2,2,11000.0,1,0.0
389,59976364,106804759,0,55,1,0,1,5,0,6000.0,1,0.0
390,59976454,106804760,0,43,1,0,1,0,0,4500.0,1,0.0
391,59976503,106804761,0,45,1,0,1,1,0,7500.0,1,0.0
